id,dateTime,mag,latitude,longitude,place
266,2010/10/04 23:24:14,2.8,37.67 N,129.7 E,강원 삼척시 동북동쪽 53km 해역
267,2010/10/07 02:33:40,2.8,35.87 N,129.79 E,경북 포항시 남구 동남동쪽 41km 해역
268,2010/10/14 18:06:23,2.3,37.14 N,129.73 E,경북 울진군 동북동쪽 33km 해역
269,2010/10/22 11:59:11,2.5,35.85 N,128.18 E,경북 성주군 남서쪽 12km 지역
270,2010/10/23 23:43:44,2.4,39.77 N,126.7 E,북한 함경남도 요덕 북서쪽 19km 지역
271,2010/10/25 12:36:57,2.5,34.29 N,127.39 E,전남 여수시 거문도 북북동쪽 30km 지역
272,2010/11/07 20:11:39,2.8,40.15 N,128.28 E,북한 함경남도 북청 서북서쪽 11km 지역
273,2010/11/20 00:07:17,2.7,36.83 N,126.76 E,충남 당진시 동남동쪽 13km 지역
274,2010/11/27 07:51:36,2.8,35.95 N,129.79 E,경북 포항시 남구 동쪽 39km 해역
275,2010/11/28 10:15:27,2.3,35.18 N,127.02 E,전남 담양군 남쪽 16km 지역
276,2010/12/19 09:11:26,2.6,37.31 N,129.38 E,강원 삼척시 남동쪽 24km 해역
277,2010/12/20 06:56:06,2.2,36.93 N,125.5 E,충남 태안군 서격렬비도 북북서쪽 35km 해역
278,2011/01/04 01:22:06,2.0,36.41 N,127.15 E,충남 공주시 남동쪽 4km 지역
279,2011/01/21 10:56:45,2.2,33.7 N,127.38 E,전남 여수시 거문도 남쪽 37km 해역
280,2011/01/26 22:15:53,2.7,33.4 N,127.33 E,제주 서귀포시 성산 동쪽 42km 해역
281,2011/02/11 19:21:27,2.2,37.19 N,129.06 E,강원 삼척시 남남서쪽 30km 지역
282,2011/02/27 18:50:50,3.5,33.65 N,125.9 E,제주 제주시 고산 북북서쪽 47km 해역
283,2011/03/06 11:04:39,2.9,38.66 N,125.67 E,북한 황해북도 송림 남남동쪽 9km 지역
284,2011/03/11 09:57:56,2.5,38.51 N,127.57 E,북한 강원 회양 남쪽 22km 지역
285,2011/03/12 08:15:36,2.6,37 N,125.27 E,충남 태안군 서격렬비도 북북서쪽 50km 해역
286,2011/03/13 03:12:02,2.3,37.5 N,125.33 E,인천 옹진군 연평도 서남서쪽 약38km 해역
287,2011/03/14 14:47:11,2.9,34.62 N,126.1 E,전남 신안군 남서쪽 31km 해역
288,2011/03/24 04:35:12,2.8,36.34 N,127.83 E,충북 옥천군 동쪽 23km 지역
289,2011/03/28 13:50:29,3.2,35.97 N,129.95 E,경북 포항시 북구 동쪽 53km 해역
290,2011/04/03 01:47:39,2.7,35.77 N,128.53 E,대구 달성군 남남서쪽 7km 지역
291,2011/04/11 06:11:51,3.1,37.72 N,129.07 E,강원 강릉시 동남동쪽 16km 해역
292,2011/04/11 23:48:19,2.8,39.13 N,125.87 E,북한 평안남도 평성 남쪽 12km 지역
293,2011/04/24 16:37:30,3.1,37.85 N,125.01 E,인천 백령도 동남동쪽 31km 해역
294,2011/05/11 21:09:04,2.2,39.33 N,126.22 E,북한 평안남도 성천 북쪽 10km 지역
295,2011/05/25 18:29:47,2.3,33.61 N,127.28 E,제주 서귀포시 성산 동북동쪽 31km 해역
296,2011/05/28 15:41:50,2.5,35.93 N,129.69 E,경북 포항시 남구 동남동쪽 31km 해역
297,2011/05/29 10:22:50,3.2,35.58 N,128.75 E,경북 청도군 남쪽 8km 지역
298,2011/06/02 08:09:57,2.9,33.59 N,127.26 E,제주 서귀포시 성산 동북동쪽 42km 해역
299,2011/06/02 10:50:18,2.9,36.7 N,127.94 E,경북 문경시 서북서쪽 26km 지역
300,2011/06/05 22:53:35,2.5,36.05 N,127.53 E,충남 금산군 남남동쪽 7km 지역
301,2011/06/08 14:21:39,3.0,35.08 N,125.3 E,전남 신안군 흑산면 북북서쪽 50km 해역
302,2011/06/09 15:13:37,2.6,35.91 N,129.7 E,경북 포항시 남구 동남동쪽 32km 해역
303,2011/06/15 14:21:49,3.7,33.71 N,127.81 E,전남 여수시 거문도 남동쪽 58km 해역
304,2011/06/16 08:13:45,2.8,33.62 N,127.27 E,제주 서귀포시 성산 북동쪽 44km 해역
305,2011/06/17 16:38:33,4.0,37.89 N,124.81 E,인천 백령도 동남동쪽 13km 해역
306,2011/06/17 16:57:01,2.4,37.9 N,124.81 E,인천 백령도 동남동쪽 13km 해역
307,2011/06/27 14:11:38,2.9,35.52 N,126.14 E,전북 부안군 위도 서남서쪽 17km 해역
308,2011/07/05 02:13:28,2.3,38.58 N,126.36 E,북한 황해북도 신계 서북서쪽 18km 지역
309,2011/07/13 04:05:34,2.1,35.91 N,128.39 E,경북 성주군 동쪽 9km 지역
310,2011/07/19 14:54:50,2.4,37.89 N,124.67 E,인천 백령도 남쪽 7km 해역
311,2011/07/27 14:38:17,2.8,36.55 N,129.56 E,경북 영덕군 북동쪽 23km 해역
312,2011/07/28 11:28:43,2.2,35.9 N,129.7 E,경북 포항시 남구 동남동쪽 35km 해역
313,2011/08/09 12:11:04,2.5,35.66 N,129.76 E,울산 동구 동북동쪽 35km 해역
314,2011/08/15 06:10:40,3.2,38.47 N,125.63 E,북한 황해북도 사리원 서남서쪽 12km 지역
315,2011/08/20 06:57:48,3.0,37.5 N,124.46 E,인천 백령도 남남서쪽 54km 해역
316,2011/08/20 13:22:53,2.2,38.46 N,127.83 E,북한 강원 회양 남동쪽 34km 지역
317,2011/08/31 19:39:35,2.6,35.7 N,129.75 E,울산 동구 북동쪽 37km 해역
318,2011/09/08 01:56:40,3.2,38.82 N,126 E,북한 황해북도 사리원 북동쪽 19km 지역
319,2011/09/21 23:59:24,2.6,35.91 N,125.21 E,전북 군산시 어청도 서남서쪽 72km 해역
320,2011/09/25 12:59:31,2.6,35.58 N,125.9 E,전북 부안군 위도 서쪽 36km 해역
321,2011/09/26 22:12:19,3.3,34.58 N,128.12 E,경남 남해군 남동쪽 36km 해역
322,2011/09/28 13:20:04,2.6,38.48 N,126.26 E,북한 황해북도 평산 북서쪽 20km 지역
323,2011/10/07 19:04:30,2.7,33.34 N,127.19 E,제주 서귀포시 성산 동쪽 29km 해역
324,2011/11/02 07:20:24,3.0,35.54 N,130.65 E,울산 동구 동쪽 111km 해역
325,2011/11/26 04:03:56,2.2,34.23 N,127.67 E,전남 여수시 거문도 북동쪽 40km 해역
326,2011/11/30 00:37:34,2.5,35.98 N,126.53 E,전북 군산시 서쪽 17km 해역
327,2011/12/14 15:39:56,2.0,37.97 N,125.82 E,북한 황해남도 해주 남동쪽 12km 지역
328,2011/12/25 00:01:25,2.3,37.12 N,128.99 E,강원 태백시 남쪽 5km 지역
329,2011/12/27 21:57:17,3.3,36.86 N,129.94 E,경북 울진군 동남동쪽 50km 해역
330,2012/01/01 19:40:31,2.0,39.02 N,125.82 E,북한 평양 동쪽 6km 지역
331,2012/01/16 03:03:54,2.2,36.79 N,128.75 E,경북 안동시 북쪽 25km 지역
332,2012/01/19 15:43:00,2.7,38.51 N,126.23 E,북한 황해북도 평산 북서쪽 24km 지역
333,2012/01/24 02:41:53,2.2,37.12 N,125.96 E,인천 옹진군 덕적도 서남서쪽 20km 해역
334,2012/02/19 20:21:29,2.7,35.13 N,129.89 E,울산 동구 남동쪽 59km 해역
335,2012/02/21 22:30:56,2.5,35.13 N,129.8 E,부산 기장군 동남동쪽 54km 해역
336,2012/02/24 00:54:55,2.4,35.13 N,129.85 E,울산 동구 남동쪽 57km 해역
337,2012/02/24 09:05:32,3.2,35.2 N,129.93 E,울산 동구 남동쪽 57km 해역
338,2012/02/27 00:26:26,2.5,35.15 N,129.85 E,울산 동구 남동쪽 55km 해역
339,2012/03/18 09:21:03,2.5,36.9 N,130.24 E,경북 울진군 동쪽 75km 해역
340,2012/03/29 00:26:53,2.2,35.34 N,125.95 E,전북 부안군 위도 남서쪽 43km 해역
341,2012/03/30 14:51:51,2.3,36.49 N,127.91 E,경북 상주시 서북서쪽 24km 지역
342,2012/04/17 13:31:07,2.6,35.72 N,126.51 E,전북 부안군 서쪽 20km 해역
343,2012/04/20 21:11:02,3.1,33.43 N,127.26 E,제주 서귀포시 성산 동쪽 36km 해역
344,2012/05/02 01:33:17,3.4,33.69 N,126.04 E,제주 제주시 고산 북북서쪽 46km 해역
345,2012/05/02 05:04:58,2.1,35.77 N,126.81 E,전북 김제시 서남서쪽 7km 지역
346,2012/05/11 12:46:04,3.9,36.02 N,127.71 E,전북 무주군 동북동쪽 5km 지역
347,2012/05/15 11:05:12,2.9,35.92 N,129.62 E,경북 포항시 남구 동남동쪽 25km 해역
348,2012/05/16 17:50:15,2.7,36.23 N,128.49 E,경북 군위군 서쪽 8km 지역
349,2012/05/30 02:48:11,3.4,36.57 N,129.57 E,경북 영덕군 북동쪽 25km 해역
350,2012/06/01 08:09:37,2.3,35.92 N,127.61 E,전북 무주군 남남서쪽 10km 지역
351,2012/06/01 12:05:43,2.6,37.12 N,125.96 E,인천 옹진군 덕적도 서남서쪽 20km 해역
352,2012/06/05 08:18:41,2.1,38.43 N,126.16 E,북한 황해북도 평산 서북서쪽 23km 지역
353,2012/06/12 03:42:32,2.1,36.32 N,127.51 E,충북 옥천군 서북서쪽 6km 지역
354,2012/06/12 09:01:26,2.1,38.77 N,125.72 E,북한 황해북도 송림 동북동쪽 8km 지역
355,2012/06/12 13:34:37,2.4,37.33 N,125.27 E,인천 옹진군 연평도 남서쪽 53km 해역
356,2012/06/12 17:52:08,2.2,35.87 N,128.67 E,대구 수성구 동북동쪽 4km 지역
357,2012/06/14 06:15:19,2.1,39.72 N,126.92 E,북한 함경남도 요덕 북동쪽 10km지역
358,2012/06/19 20:55:24,3.1,33.48 N,125.93 E,제주 제주시 고산 북서쪽 30km 해역
359,2012/06/23 16:42:52,2.6,36.7 N,128.31 E,경북 문경시 북동쪽 17km 지역
360,2012/06/24 01:20:47,2.1,37.53 N,124.56 E,인천 백령도 남남서쪽 48km 해역
361,2012/07/03 09:42:07,2.2,37.19 N,129.08 E,강원 삼척시 남남서쪽 30km 지역
362,2012/07/08 09:43:29,2.5,35.72 N,129.35 E,경북 경주시 남동쪽 18km 지역
363,2012/07/09 08:59:14,2.4,35.32 N,128.71 E,경남 창원시 북북동쪽 11km지역
364,2012/07/11 19:27:30,2.5,36.9 N,125.27 E,충남 태안군 서격렬비도 북서쪽 41km 해역
365,2012/07/11 19:33:13,2.1,36.87 N,125.28 E,충남 태안군 서격렬비도 북서쪽 38km 해역
366,2012/07/14 02:38:27,2.6,33.78 N,124.97 E,전남 신안군 가거도 남남서쪽 34km 해역
367,2012/07/22 12:04:41,2.3,34.69 N,126.6 E,전남 영암군 남서쪽 15km 지역
368,2012/07/26 19:24:58,3.4,37.98 N,125.45 E,북한 황해남도 옹진 북동쪽 10km 지역
369,2012/07/29 03:22:12,2.7,32.85 N,126.02 E,제주 제주시 고산 남남서쪽 51km 해역
370,2012/08/10 21:25:13,2.6,35.82 N,128.39 E,경북 고령군 북동쪽 16km 지역
371,2012/08/13 00:54:08,2.2,36.84 N,128.68 E,경북 영주시 북동쪽 6km 지역
372,2012/08/18 18:06:41,2.2,36.2 N,125.26 E,충남 태안군 서격렬비도 남남서쪽 51km 해역
373,2012/09/07 02:34:46,3.1,36.4 N,127.25 E,충남 공주시 동남동쪽 12km 지역
374,2012/09/10 22:06:02,2.1,35.82 N,129.41 E,경북 경주시 동쪽 18km 지역
375,2012/09/18 05:39:02,2.7,33.53 N,125.81 E,제주 제주시 고산 북서쪽 42km 해역
376,2012/09/19 14:49:25,2.1,34.71 N,128.72 E,경남 통영시 매물도 동북동쪽 15km 해역
377,2012/09/19 14:52:11,2.2,34.66 N,128.75 E,경남 통영시 매물도 동쪽 16km 해역
378,2012/09/20 02:43:45,2.4,35.61 N,129.82 E,울산 동구 동북동쪽 38km 해역
379,2012/09/24 09:59:10,2.5,38.73 N,125.48 E,북한 남포 남동쪽 4km 지역
380,2012/09/27 22:24:47,2.7,35.4 N,126.08 E,전북 부안군 위도 남서쪽 30km 해역
381,2012/09/28 19:36:35,2.1,36.41 N,128.73 E,경북 의성군 북북동쪽 7km 지역
382,2012/10/01 06:51:24,2.4,36.73 N,128.4 E,경북 예천군 북북서쪽 10km 지역
383,2012/10/17 14:37:41,2.5,37.54 N,124.84 E,인천 백령도 남남동쪽 48km 해역
384,2012/11/22 03:04:54,3.0,35.22 N,127.97 E,경남 진주시 서북서쪽 11km 지역
385,2012/12/19 15:05:02,2.2,35.72 N,127.22 E,전북 완주군 남남동쪽 21km 지역
386,2013/01/02 05:53:37,2.5,33.37 N,127.27 E,제주 서귀포시 성산 동쪽 36km 해역
387,2013/01/15 13:31:34,2.8,36.59 N,129.73 E,경북 영덕군 동북동쪽 38km 해역
388,2013/01/26 08:57:56,2.4,36.11 N,127.73 E,충북 영동군 남서쪽 9km 지역
389,2013/02/04 05:39:25,3.1,36.55 N,128.9 E,경북 안동시 동쪽 15km 지역
390,2013/02/05 21:25:36,3.5,35.77 N,127.97 E,경남 거창군 북북동쪽 11km 지역
391,2013/02/07 22:07:29,2.2,35.76 N,129.13 E,경북 경주시 남서쪽 12km 지역
392,2013/04/10 13:07:16,2.2,36.5 N,127.44 E,충북 청원군 남남서쪽 16km 지역
393,2013/04/14 16:16:20,2.3,38.2 N,129.29 E,강원 양양군 동북동쪽 60km 해역
394,2013/04/17 21:33:38,2.3,36.56 N,129.61 E,경북 영덕군 북동쪽 27km 해역
395,2013/04/19 23:46:14,2.2,36.55 N,129.6 E,경북 영덕군 북동쪽 26km 해역
396,2013/04/21 08:21:27,4.9,35.16 N,124.56 E,전남 신안군 흑산면 북서쪽 101km 해역
397,2013/04/21 18:21:13,2.7,35.14 N,124.49 E,전남 신안군 흑산면 서북서쪽 105km 해역
398,2013/04/28 03:39:13,2.7,33.65 N,127.29 E,전남 여수시 거문도 남쪽 42km 해역
399,2013/04/30 05:26:51,2.5,36.47 N,129.61 E,경북 영덕군 동북동쪽 23km 해역
400,2013/04/30 10:58:26,2.0,36.46 N,129.63 E,경북 영덕군 동북동쪽 24km 해역
401,2013/05/14 20:17:54,2.8,37.7 N,124.79 E,인천 백령도 남남동쪽 30km 해역
402,2013/05/15 08:34:11,2.7,37.71 N,124.68 E,인천 백령도 남쪽 27km 해역
403,2013/05/15 08:48:10,2.8,37.69 N,124.74 E,인천 백령도 남쪽 30km 해역
404,2013/05/18 03:00:58,3.5,37.68 N,124.6 E,인천 백령도 남남동쪽 31km 해역
405,2013/05/18 07:02:24,4.9,37.68 N,124.63 E,인천 백령도 남쪽 31km 해역
406,2013/05/18 07:24:13,2.2,37.69 N,124.65 E,인천 백령도 남쪽 29km 해역
407,2013/05/18 07:26:10,3.3,37.67 N,124.66 E,인천 백령도 남쪽 31km 해역
408,2013/05/18 07:54:28,2.5,37.69 N,124.65 E,인천 백령도 남쪽 29km 해역
409,2013/05/18 09:13:10,2.4,37.67 N,124.62 E,인천 백령도 남쪽 32km 해역
410,2013/05/18 09:32:42,2.5,37.64 N,124.57 E,인천 백령도 남남서쪽 36km 해역
411,2013/05/18 11:45:15,3.9,37.67 N,124.61 E,인천 백령도 남쪽 32km 해역
412,2013/05/18 14:09:40,2.6,37.71 N,124.68 E,인천 백령도 남쪽 27km 해역
413,2013/05/18 16:18:48,2.1,37.69 N,124.61 E,인천 백령도 남남서쪽 30km해역
414,2013/05/19 05:27:13,2.3,37.73 N,124.74 E,인천 백령도 남남동쪽 25km 해역
415,2013/05/21 16:17:53,3.7,37.66 N,124.71 E,인천 백령도 남쪽 33km 해역
416,2013/05/22 23:25:53,2.1,38.75 N,128.81 E,강원 고성군 북동쪽 51km 해역
417,2013/06/05 12:34:12,2.6,36.23 N,126.18 E,충남 보령시 서남서쪽 41km 해역
418,2013/06/08 05:56:59,3.2,35.14 N,126.96 E,광주 동구 동쪽 3km 지역
419,2013/06/10 14:01:28,2.1,37.71 N,124.7 E,인천 백령도 남쪽 27km 해역
420,2013/06/16 19:47:43,2.1,36.19 N,126.15 E,충남 보령시 서남서쪽 45km 해역
421,2013/06/16 22:12:27,2.5,36.2 N,126.16 E,충남 보령시 서남서쪽 43km 해역
422,2013/06/17 20:31:04,2.4,36.2 N,126.17 E,충남 보령시 서남서쪽 43km 해역
423,2013/06/18 02:31:15,2.3,36.21 N,126.18 E,충남 보령시 서남서쪽 41km 해역
424,2013/06/19 01:52:25,2.3,36.2 N,126.16 E,충남 보령시 서남서쪽 43km 해역
425,2013/06/19 16:02:42,2.6,36.19 N,126.16 E,충남 보령시 서남서쪽 44km 해역
426,2013/06/20 12:35:57,2.4,39.23 N,125.95 E,북한 평안남도 평성 동쪽 8km 지역
427,2013/06/21 16:29:31,2.2,36.19 N,126.14 E,충남 보령시 서남서쪽 45km 해역
428,2013/06/21 21:55:06,2.4,36.2 N,126.19 E,충남 보령시 서남서쪽 41km 해역
429,2013/06/22 03:51:36,2.5,36.2 N,126.17 E,충남 보령시 서남서쪽 43km 해역
430,2013/06/22 10:37:24,2.8,36.19 N,126.16 E,충남 보령시 서남서쪽 44km 해역
431,2013/06/22 11:18:37,2.3,36.2 N,126.17 E,충남 보령시 서남서쪽 43km 해역
432,2013/06/24 05:28:38,2.3,36.2 N,126.17 E,충남 보령시 서남서쪽 43km 해역
433,2013/06/24 18:26:33,2.1,38.04 N,129.75 E,강원 동해시 북동쪽 80km 해역
434,2013/06/27 19:33:20,2.5,36.2 N,126.14 E,충남 보령시 서남서쪽 45km 해역
435,2013/06/29 13:32:48,2.3,36.2 N,126.17 E,충남 보령시 서남서쪽 43km 해역
436,2013/07/01 11:24:54,3.0,38.78 N,126.36 E,북한 황해북도 신계 북북서쪽 35km 지역
437,2013/07/13 02:02:44,3.5,36.2 N,126.18 E,충남 보령시 서남서쪽 42km 해역
438,2013/07/15 01:39:10,2.4,33.03 N,125.68 E,제주 제주시 고산 서남서쪽 68km 해역
439,2013/07/15 19:44:39,2.5,36.2 N,126.15 E,충남 보령시 서남서쪽 44km 해역
440,2013/07/23 16:03:54,2.7,36.19 N,126.16 E,충남 보령시 서남서쪽 44km 해역
441,2013/07/26 11:23:35,2.2,36.19 N,126.14 E,충남 보령시 서남서쪽 45km 해역
442,2013/07/28 09:10:24,2.8,36.2 N,126.14 E,충남 보령시 서남서쪽 45km 해역
443,2013/07/29 10:29:17,2.7,36.2 N,126.13 E,충남 보령시 서남서쪽 46km 해역
444,2013/07/30 14:57:02,2.7,36.21 N,126.14 E,충남 보령시 서남서쪽 45km 해역
445,2013/07/31 20:05:26,2.2,36.21 N,126.17 E,충남 보령시 서남서쪽 42km 해역
446,2013/07/31 20:27:00,2.2,36.2 N,126.17 E,충남 보령시 서남서쪽 43km 해역
447,2013/07/31 22:30:21,3.2,36.21 N,126.18 E,충남 보령시 서남서쪽 41km 해역
448,2013/08/01 00:57:45,2.8,36.23 N,126.22 E,충남 보령시 서남서쪽 37km 해역
449,2013/08/01 17:22:37,3.1,36.19 N,126.17 E,충남 보령시 서남서쪽 43km 해역
450,2013/08/04 19:58:28,2.3,36.2 N,126.16 E,충남 보령시 서남서쪽 43km 해역
451,2013/08/07 21:08:46,2.0,36.19 N,126.08 E,충남 보령시 서남서쪽 51km 해역
452,2013/08/10 12:43:18,2.6,35.9 N,129.75 E,경북 포항시 남구 동남동쪽 37km 해역
453,2013/08/11 04:19:36,2.3,38.48 N,126.13 E,북한 황해북도 평산 북서쪽 28km 지역
454,2013/08/12 04:33:48,3.1,35.66 N,129.75 E,울산 동구 동북동쪽 35km 해역
455,2013/08/12 04:39:34,2.3,35.66 N,129.77 E,울산 동구 동북동쪽 36km 해역
456,2013/08/13 00:01:30,2.1,36.92 N,129.44 E,경북 울진군 남남동쪽 8km 해역
457,2013/08/13 00:36:47,3.0,36.91 N,129.44 E,경북 울진군 남남동쪽 10km 해역
458,2013/08/29 08:35:23,2.5,38.19 N,129.3 E,강원 강릉시 북동쪽 60km 해역
459,2013/09/11 13:00:31,4.0,33.56 N,125.39 E,전남 신안군 가거도 남남동쪽 60km 해역
460,2013/09/14 17:33:35,2.2,36.2 N,126.16 E,충남 보령시 서남서쪽 43km 해역
461,2013/09/15 13:16:36,2.3,36.55 N,129.23 E,경북 영양군 남동쪽 16km 지역
462,2013/10/10 13:08:11,2.6,35.36 N,128.23 E,경남 의령군 북서쪽 5km 지역
463,2013/10/11 16:06:25,3.6,36.46 N,129.61 E,경북 영덕군 동북동쪽 22km 해역
464,2013/10/19 00:16:27,2.0,35.96 N,128.06 E,경북 김천시 남쪽 20km 지역
465,2013/10/26 06:47:39,2.7,37.96 N,124.61 E,인천 백령도 서쪽 6km 해역
466,2013/11/08 19:14:44,2.6,36.23 N,126.36 E,충남 보령시 서남서쪽 25km 해역
467,2013/11/08 21:02:41,3.0,36.24 N,126.36 E,충남 보령시 서남서쪽 25km 해역
468,2013/11/10 16:28:54,2.0,37.66 N,124.67 E,인천 백령도 남쪽 33km 해역
469,2013/11/16 22:32:45,2.1,38.51 N,125.66 E,북한 황해북도 사리원 서쪽 9km 지역
470,2013/11/20 21:07:11,2.1,38.47 N,126.17 E,북한 황해북도 평산 북서쪽 25km 지역
471,2013/11/22 23:29:17,2.1,36.99 N,126.4 E,충남 서산시 북북서쪽 24km 지역
472,2013/11/26 02:26:02,2.1,37.12 N,128.11 E,충북 제천시 서남서쪽 10km 지역
473,2013/12/02 20:02:58,2.8,38.56 N,126.1 E,북한 황해북도 사리원 동북동쪽 30km 지역
474,2013/12/03 21:00:39,2.5,35.64 N,128.72 E,경북 청도군 서남서쪽 2km 지역
475,2013/12/04 06:28:06,2.4,38.71 N,125.69 E,북한 황해북도 송림 동남동쪽 6km 지역
476,2013/12/08 16:38:25,2.8,33.44 N,125.09 E,제주 제주시 고산 서쪽 101km 해역
477,2013/12/13 11:40:10,2.5,36.1 N,129.04 E,경북 영천시 북북동쪽 17km 지역
478,2013/12/19 12:38:25,2.9,38.11 N,127.11 E,경기 연천군 동북동쪽 3km 지역
479,2014/01/29 06:08:44,2.2,36.23 N,128.8 E,경북 의성군 남동쪽 16km 지역
480,2014/02/05 23:06:01,2.8,38.26 N,124.4 E,북한 황해남도 용연군 장산곶 서북서쪽 29km 해역
481,2014/02/21 21:17:21,2.7,35.05 N,127.75 E,전남 광양시 북북동쪽 13km 지역
482,2014/02/22 20:44:23,2.6,38.31 N,124.27 E,북한 황해남도 용연군 장산곶 서북서쪽 42km 해역
483,2014/02/28 03:20:05,2.4,38.74 N,125.01 E,북한 남포 서쪽 22km 해역
484,2014/03/11 11:39:43,2.7,35.86 N,128.47 E,대구 달성군 서북서쪽 9km 지역
485,2014/03/14 12:59:27,2.5,39.41 N,126.09 E,북한 평안남도 성천 북북서쪽 21km 지역
486,2014/03/28 10:40:45,3.0,36.47 N,127.93 E,경북 상주시 서북서쪽 22km 지역
487,2014/04/01 04:48:35,5.1,36.95 N,124.5 E,충남 태안군 서격렬비도 서북서쪽 100km 해역
488,2014/04/01 09:25:12,2.3,36.95 N,124.5 E,충남 태안군 서격렬비도 서북서쪽 100km 해역
489,2014/04/08 06:19:14,2.7,36.96 N,124.44 E,충남 태안군 서격렬비도 서북서쪽 105km 해역
490,2014/04/12 01:44:49,2.6,33.52 N,126.9 E,제주 제주시 동쪽 34km 지역
491,2014/04/13 14:02:02,2.9,36.93 N,124.52 E,충남 태안군 서격렬비도 서북서쪽 97km 해역
492,2014/04/25 12:14:39,2.9,35.97 N,128.04 E,경북 김천시 남남서쪽 19km 지역
493,2014/04/26 14:08:10,2.7,36.46 N,127.93 E,경북 상주시 서북서쪽 21km 지역
494,2014/05/15 08:46:51,3.4,33 N,126.21 E,제주 제주시 고산 남쪽 33km 해역
495,2014/06/05 13:29:11,2.3,35.97 N,128.62 E,대구 동구 북쪽 10km 지역
496,2014/06/08 04:05:31,2.6,33.52 N,125.96 E,제주 제주시 고산 북서쪽 31km 해역
497,2014/06/18 09:59:21,2.1,35.91 N,128.66 E,대구 동구 북쪽 4km 지역
498,2014/06/21 08:29:30,2.6,38.77 N,125.89 E,북한 황해북도 송림 동쪽 22km 지역
499,2014/07/03 21:57:11,3.5,35.66 N,129.76 E,울산 동구 동북동쪽 35km 해역
500,2014/07/03 22:04:37,2.6,35.66 N,129.82 E,울산 동구 동북동쪽 40km 해역
501,2014/07/04 00:11:51,2.5,35.65 N,129.81 E,울산 동구 동북동쪽 39km 해역
502,2014/07/04 04:13:15,2.9,35.66 N,129.78 E,울산 동구 동북동쪽 37km 해역
503,2014/07/04 06:27:26,2.2,34.51 N,125.41 E,전남 신안군 흑산면 남남서쪽 17km 해역
504,2014/08/02 01:32:27,2.2,37.4 N,127.2 E,경기 광주시 서남서쪽 5km 지역
505,2014/08/05 06:16:36,2.5,40.11 N,127.2 E,북한 함경남도 신흥 서북서쪽 20km 지역
506,2014/08/10 18:07:05,2.4,38.15 N,126.63 E,북한 개성 북북동쪽 21km 지역
507,2014/08/16 00:51:42,2.1,33.59 N,126.58 E,제주 제주시 북북동쪽 11km 해역
508,2014/08/18 05:13:55,2.1,36.57 N,125.64 E,충남 태안군서격렬비도 동남동쪽 10km 해역
509,2014/08/21 22:30:43,2.7,33.87 N,127.83 E,전남 여수시 거문도 동남동쪽 51km 해역
510,2014/09/09 00:24:00,2.2,35.68 N,129.38 E,경북 경주시 남동쪽 23km 지역
511,2014/09/23 15:27:58,3.5,35.8 N,129.41 E,경북 경주시 동남동쪽 18km 지역
512,2014/09/25 02:26:42,3.8,35.07 N,129.94 E,울산 동구 남동쪽 67km 해역
513,2014/09/28 21:32:44,3.2,37.24 N,126.44 E,인천 옹진군 남서쪽 30km 지역
514,2014/10/01 16:34:10,2.2,36.67 N,125.45 E,충남 태안군 서격렬비도 북서쪽 11km 해역
515,2014/10/07 01:57:17,2.9,33.3 N,125.96 E,제주 제주시 고산 서쪽 19km 해역
516,2014/10/11 22:11:30,2.3,37.73 N,129.43 E,강원 동해시 북동쪽 36km 해역
517,2014/10/19 19:57:17,2.6,36.44 N,128.19 E,경북 상주시 북동쪽 4km 지역
518,2014/10/20 21:15:29,2.2,33.68 N,125.88 E,제주 제주시 고산 북북서쪽 50km 해역
519,2014/10/21 06:33:22,2.3,35.21 N,129.49 E,부산 기장군 동쪽 24km 해역
520,2014/10/28 19:07:07,2.2,38 N,125.34 E,북한 황해남도 옹진 북북동쪽 8km 지역
521,2014/11/06 04:25:16,2.5,37.23 N,126.44 E,인천 옹진군 남남서쪽 30km 해역
522,2014/11/06 14:48:49,2.3,33.34 N,125.89 E,제주 제주시 고산 서북서쪽 26km 해역
523,2014/11/15 03:31:39,2.5,38.77 N,126.36 E,북한 황해북도 신계 북북서쪽 34km 지역
524,2014/12/08 05:28:57,3.3,34.75 N,127.17 E,전남 보성군 동남동쪽 8km 지역
525,2014/12/15 09:08:00,2.1,39.09 N,126.52 E,북한 평안남도 양덕 남서쪽 16km 지역
526,2014/12/24 20:33:19,2.1,35.89 N,127.33 E,전북 완주군 동쪽 15km 지역
527,2014/12/30 15:36:36,2.6,35.21 N,124.79 E,전남 신안군 흑산면 북서쪽 88km 해역
528,2015/01/06 13:06:40,2.8,38.43 N,126.28 E,북한 황해북도 평산 북서쪽 17km 지역
529,2015/01/08 20:15:18,3.5,37.51 N,125.63 E,인천 옹진군 연평도 남남서쪽 18km 해역
530,2015/01/31 05:10:04,2.2,36.6 N,129.45 E,경북 영덕군 북북동쪽 22km 해역
531,2015/02/03 19:54:53,2.1,33.61 N,127.57 E,전남 여수시 거문도 남남동쪽 52km 해역
532,2015/02/19 14:25:28,2.1,36.09 N,125.05 E,충남 태안군 서격렬비도 남서쪽 71km 해역
533,2015/02/23 04:54:14,2.7,32.96 N,126.25 E,제주 제주시 고산 남남동쪽 38km 해역
