id,dateTime,mag,latitude,longitude,place
534,2015/03/10 13:10:34,2.7,37.36 N,125.15 E,인천 옹진군 연평도 남서쪽 59km 해역
535,2015/03/19 12:54:18,2.2,34.16 N,128.37 E,경남 통영시 욕지도 남남동쪽 54km 해역
536,2015/03/19 16:20:18,2.7,36.43 N,127.65 E,충북 옥천군 북북동쪽 16km 지역
537,2015/04/13 18:02:02,3.3,37.18 N,125.47 E,인천 옹진군 연평도 남남서쪽 58km 해역
538,2015/04/15 04:10:00,2.9,35.14 N,129.93 E,울산 동구 남동쪽 61km 해역
539,2015/04/21 02:05:40,2.1,35.88 N,129.75 E,경북 포항시 남구 동남동쪽 38km 해역
540,2015/04/24 10:14:42,2.3,35.88 N,129.69 E,경북 포항시 남구 동남동쪽 33km 해역
541,2015/06/02 01:01:28,2.0,36.76 N,129.98 E,경북 울진군 동남동쪽 57km 해역
542,2015/06/07 20:54:01,2.1,33.79 N,126.16 E,제주 제주시 북서쪽 48km 해역
543,2015/06/17 00:55:05,2.3,38.41 N,125.57 E,북한 황해남도 안악 남남동쪽 13km 지역
544,2015/06/22 12:02:28,2.6,35.85 N,125 E,충남 태안군 서격렬비도 남남서쪽 96km 해역
545,2015/06/22 12:44:46,2.4,36.35 N,127.24 E,충남 공주시 남동쪽 15km 지역
546,2015/07/04 08:49:09,2.1,36.32 N,128.18 E,경북 상주시 남쪽 10km 지역
547,2015/07/08 11:01:46,2.0,37.63 N,125.86 E,인천 옹진군 연평도 동남동쪽 14km 해역
548,2015/07/14 14:34:35,2.8,33.24 N,127.01 E,제주 서귀포시 성산 남동쪽 20km 해역
549,2015/07/18 21:15:56,2.3,36.07 N,128.08 E,경북 김천시 남남서쪽 7km 지역
550,2015/07/20 01:33:01,2.2,33.26 N,127.21 E,제주 서귀포시 성산 동남동쪽 34km 해역
551,2015/07/23 04:02:14,2.6,33.22 N,127.05 E,제주 서귀포시 성산 남동쪽 24km 해역
552,2015/07/30 09:39:55,2.2,35.15 N,127.98 E,경남 사천시 북서쪽 12km 지역
553,2015/08/01 23:58:50,2.2,35.32 N,127.45 E,전남 구례군 북쪽 13km 지역
554,2015/08/02 03:22:34,2.1,37.19 N,128.44 E,강원 영월군 서북서쪽 2km 지역
555,2015/08/03 10:11:24,3.7,33.26 N,127.06 E,제주 서귀포시 성산 남동쪽 22km 해역
556,2015/08/12 17:09:51,2.2,37.17 N,127.5 E,경기 이천시 남남동쪽 13km 지역
557,2015/08/17 16:56:23,2.5,37.2 N,125.38 E,인천 옹진군 연평도 남남서쪽 59km 해역
558,2015/08/23 09:19:49,2.5,36.38 N,129.77 E,경북 영덕군 동쪽 36km 해역
559,2015/09/01 13:47:41,2.5,39.09 N,126.53 E,북한 평안남도 양덕 남서쪽 16km 지역
560,2015/09/03 04:53:40,2.7,33.27 N,127.04 E,제주 서귀포시 성산 남동쪽 20km 해역
561,2015/09/18 10:12:54,2.1,34.7 N,128.75 E,경남 통영시 매물도 동북동쪽 17km 해역
562,2015/10/01 09:21:25,2.5,35.78 N,129.14 E,경북 경주시 남서쪽 9km 지역
563,2015/10/01 14:06:06,2.1,35.78 N,129.14 E,경북 경주시 남서쪽 9km 지역
564,2015/10/11 00:55:07,2.1,33.3 N,127.02 E,제주 서귀포시 성산 남동쪽 16km 해역
565,2015/10/26 23:29:05,2.1,34.09 N,126.85 E,전남 완도군 남남동쪽 26km 해역
566,2015/10/30 15:17:29,2.9,35.74 N,129.37 E,경북 경주시 남동쪽 18km 지역
567,2015/11/13 20:04:33,2.6,35.8 N,129.42 E,경북 경주시 동남동쪽 19km 지역
568,2015/11/24 11:27:52,3.2,35.67 N,129.82 E,울산 동구 동북동쪽 41km 해역
569,2015/11/24 14:10:02,2.4,35.69 N,129.75 E,울산 동구 북동쪽 36km 해역
570,2015/12/11 01:25:17,2.1,36.9 N,126.58 E,충남 당진시 서북서쪽 5km 지역
571,2015/12/22 04:31:24,3.9,36.02 N,126.95 E,전북 익산시 북쪽 8km 지역
572,2016/01/06 20:39:04,3.0,36.01 N,128.07 E,경북 김천시 남쪽 14km 지역
573,2016/01/23 07:14:01,2.4,38.42 N,126.25 E,북한 황해북도 평산 북서쪽 16km 지역
574,2016/01/25 18:40:20,2.3,36.22 N,128.69 E,경북 의성군 남쪽 14km 지역
575,2016/01/31 03:03:02,2.0,36.95 N,129.92 E,경북 울진군 동쪽 46km 해역
576,2016/02/11 05:57:44,3.1,36.21 N,127.48 E,충남 금산군 북쪽 12km 지역
577,2016/02/24 23:22:12,2.9,33.52 N,125.92 E,제주 제주시 고산 북서쪽 34km 해역
578,2016/02/26 18:46:12,2.2,33.23 N,127.19 E,제주 서귀포시 성산 동남동쪽 34km 해역
579,2016/02/28 16:52:38,2.5,38.73 N,125.85 E,북한 황해북도 송림 동쪽 19km 지역
580,2016/03/02 14:04:43,2.4,36.36 N,127.2 E,충남 공주시 남동쪽 12km 지역
581,2016/03/05 11:11:53,3.3,35.61 N,129.82 E,울산 동구 동북동쪽 38km 해역
582,2016/03/14 05:17:05,3.1,38.71 N,125.87 E,북한 황해북도 송림 동쪽 21km 지역
583,2016/03/15 03:00:19,2.7,36.31 N,128.21 E,경북 상주시 남남동쪽 12km 지역
584,2016/03/15 03:38:33,2.4,37.59 N,129.95 E,강원 삼척시 동북동쪽 71km 해역
585,2016/03/27 14:52:53,2.3,35.33 N,130.04 E,울산 동구 동남동쪽 59km 해역
586,2016/03/27 18:28:38,3.0,39.17 N,125.97 E,북한 평안남도 평성 남동쪽 12km 지역
587,2016/03/28 14:34:21,2.9,35.22 N,127.96 E,경남 진주시 서북서쪽 12km 지역
588,2016/04/13 05:28:39,2.1,35.92 N,127.93 E,경북 김천시 남남서쪽 28km 지역
589,2016/04/21 15:53:45,2.7,33.52 N,125.92 E,제주 제주시 고산 북서쪽 34km 해역
590,2016/04/21 15:55:04,2.7,33.53 N,125.89 E,제주 제주시 고산 북서쪽 36km 해역
591,2016/04/25 11:42:52,2.3,33.51 N,125.91 E,제주 제주시 고산 북서쪽 34km 해역
592,2016/04/27 19:27:00,2.3,35.57 N,128.34 E,경남 합천군 동쪽 16km 지역
593,2016/04/28 10:16:43,2.6,35.42 N,128.56 E,경남 창녕군 남남동쪽 15km 지역
594,2016/04/30 22:46:41,2.6,37.75 N,125.4 E,북한 황해남도 옹진 남쪽 20km 지역
595,2016/05/03 03:29:10,2.1,37.12 N,129.02 E,강원 태백시 남남동쪽 5km 지역
596,2016/05/12 13:37:06,2.5,34.69 N,126.8 E,전남 강진군 북북동쪽 6km 지역
597,2016/05/22 01:22:47,3.5,40.68 N,127.15 E,북한 함경남도 장진 북북서쪽 34km 지역
598,2016/05/24 04:52:21,2.3,33.61 N,125.56 E,제주 제주시 고산 서북서쪽 66km 해역
599,2016/06/03 04:53:38,3.0,36.39 N,127.92 E,경북 상주시 서쪽 22km 지역
600,2016/06/05 10:11:39,2.2,36 N,129.58 E,경북 포항시 남구 동쪽 20km 해역
601,2016/06/07 16:06:42,2.3,33.05 N,126.17 E,제주 제주시 고산 남쪽 27km 해역
602,2016/06/13 12:33:06,2.7,34.3 N,124.68 E,전남 신안군 흑산면 서남서쪽 82km 해역
603,2016/06/15 02:07:18,2.6,35.87 N,129.69 E,경북 포항시 남구 동남동쪽 33km 해역
604,2016/06/21 03:23:46,3.1,39.49 N,126.19 E,북한 평안남도 성천 북쪽 28km 지역
605,2016/06/25 03:24:52,2.6,38.74 N,125.86 E,북한 황해북도 송림 동쪽 20km 지역
606,2016/07/05 20:33:03,5.0,35.51 N,129.99 E,울산 동구 동쪽 52km 해역
607,2016/07/05 21:24:35,2.6,35.51 N,129.87 E,울산 동구 동쪽 41km 해역
608,2016/07/09 04:47:52,2.3,35.48 N,129.97 E,울산 동구 동쪽 50km 해역
609,2016/07/09 13:16:48,2.6,38.69 N,125.83 E,북한 황해북도 송림 동남동쪽 18km 지역
610,2016/07/13 14:13:02,2.0,36.8 N,128.53 E,경북 영주시 서쪽 9km 지역
611,2016/07/14 22:31:13,2.8,35.12 N,130.24 E,울산 동구 동남동쪽 86km 해역
612,2016/07/30 01:51:57,2.3,33.06 N,126.33 E,제주 서귀포시 남서쪽 27km 해역
613,2016/08/16 11:57:40,2.0,36.76 N,128.84 E,경북 안동시 북북동쪽 24km 지역
614,2016/08/17 11:17:38,2.7,38.38 N,128.08 E,강원 양구군 북북동쪽 31km 지역(북한지역)
615,2016/08/18 17:08:46,2.1,38.18 N,125.46 E,인천 옹진군 연평도 남남서쪽 58km 해역
616,2016/08/18 22:21:10,2.6,38.84 N,125.7 E,북한 황해북도 송림 북북동쪽 13km 지역
617,2016/08/20 12:18:21,3.0,38.38 N,128.09 E,강원 양구군 북북동쪽 32km 지역(북한지역)
618,2016/08/20 18:54:44,2.6,33.49 N,127.3 E,제주 서귀포시 성산 동북동쪽 41km 해역
619,2016/08/28 21:27:55,2.4,38.65 N,127.16 E,북한 강원 평강 북북서쪽 29km 지역
620,2016/08/28 23:27:19,2.3,35.64 N,127.47 E,전북 장수군 서쪽 5km 지역
621,2016/08/30 00:39:46,2.6,35.55 N,128.03 E,경남 합천군 서쪽 13km 지역
622,2016/09/12 19:44:32,5.1,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
623,2016/09/12 19:48:03,3.1,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
624,2016/09/12 19:50:50,2.2,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
625,2016/09/12 19:51:30,2.1,35.77 N,129.2 E,경북 경주시 남쪽 8km 지역
626,2016/09/12 19:52:22,2.0,35.75 N,129.19 E,경북 경주시 남남서쪽 10km 지역
627,2016/09/12 19:53:01,2.1,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
628,2016/09/12 19:54:33,2.0,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
629,2016/09/12 19:55:36,2.4,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
630,2016/09/12 20:00:07,2.4,35.78 N,129.16 E,경북 경주시 남서쪽 8km 지역
631,2016/09/12 20:04:19,2.5,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
632,2016/09/12 20:07:05,2.6,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
633,2016/09/12 20:08:50,2.7,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
634,2016/09/12 20:10:50,3.1,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
635,2016/09/12 20:17:44,2.3,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
636,2016/09/12 20:26:22,2.5,35.77 N,129.2 E,경북 경주시 남쪽 8km 지역
637,2016/09/12 20:32:54,5.8,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
638,2016/09/12 20:34:22,4.3,35.75 N,129.19 E,경북 경주시 남남서쪽 10km 지역
639,2016/09/12 20:36:00,3.4,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
640,2016/09/12 20:36:30,3.2,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
641,2016/09/12 20:37:29,2.6,35.61 N,129.11 E,울산 울주군 서북서쪽 19km 지역
642,2016/09/12 20:38:07,2.7,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
643,2016/09/12 20:38:18,2.8,35.74 N,129.18 E,경북 경주시 남남서쪽 11km 지역
644,2016/09/12 20:38:32,3.0,35.78 N,129.2 E,경북 경주시 남남서쪽 7km 지역
645,2016/09/12 20:39:35,3.0,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
646,2016/09/12 20:39:55,2.6,35.79 N,129.2 E,경북 경주시 남남서쪽 5km 지역
647,2016/09/12 20:40:40,3.0,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
648,2016/09/12 20:41:33,2.9,35.58 N,129.09 E,울산 울주군 서북서쪽 20km 지역
649,2016/09/12 20:41:55,2.1,35.62 N,129.12 E,울산 울주군 서북서쪽 19km 지역
650,2016/09/12 20:42:27,2.5,35.79 N,129.2 E,경북 경주시 남남서쪽 5km 지역
651,2016/09/12 20:43:31,2.4,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
652,2016/09/12 20:44:02,2.5,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
653,2016/09/12 20:45:06,2.3,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
654,2016/09/12 20:45:36,2.7,35.78 N,129.2 E,경북 경주시 남남서쪽 7km 지역
655,2016/09/12 20:46:28,2.4,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
656,2016/09/12 20:47:41,2.2,35.81 N,129.23 E,경북 경주시 남남동쪽 3km 지역
657,2016/09/12 20:47:55,2.9,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
658,2016/09/12 20:51:13,2.6,35.75 N,129.16 E,경북 경주시 남남서쪽 11km 지역
659,2016/09/12 20:55:00,2.0,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
660,2016/09/12 20:58:45,2.1,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
661,2016/09/12 21:00:35,2.5,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
662,2016/09/12 21:07:59,2.0,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
663,2016/09/12 21:09:19,2.2,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
664,2016/09/12 21:16:38,2.1,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
665,2016/09/12 21:20:48,2.8,35.78 N,129.18 E,경북 경주시 남남서쪽 7km 지역
666,2016/09/12 21:33:57,2.3,35.76 N,129.02 E,경북 경주시 서남서쪽 20km 지역
667,2016/09/12 21:38:35,2.6,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
668,2016/09/12 21:54:34,2.2,35.76 N,129.16 E,경북 경주시 남남서쪽 10km 지역
669,2016/09/12 22:06:22,2.1,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
670,2016/09/12 22:08:25,2.0,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
671,2016/09/12 22:13:14,2.4,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
672,2016/09/12 22:17:35,2.5,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
673,2016/09/12 22:18:36,2.0,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
674,2016/09/12 22:22:50,2.2,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
675,2016/09/12 22:23:27,2.4,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
676,2016/09/12 22:47:16,2.1,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
677,2016/09/12 23:18:27,3.0,35.76 N,129.17 E,경북 경주시 남남서쪽 8km 지역
678,2016/09/12 23:52:30,3.1,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
679,2016/09/12 23:53:42,2.2,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
680,2016/09/13 00:07:43,2.2,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
681,2016/09/13 00:10:05,2.0,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
682,2016/09/13 00:15:02,2.0,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
683,2016/09/13 00:21:37,2.5,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
684,2016/09/13 00:32:18,2.1,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
685,2016/09/13 00:37:10,3.3,35.78 N,129.2 E,경북 경주시 남남서쪽 7km 지역
686,2016/09/13 00:45:50,2.2,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
687,2016/09/13 01:03:39,2.0,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
688,2016/09/13 01:23:56,2.2,35.75 N,129.19 E,경북 경주시 남남서쪽 10km 지역
689,2016/09/13 01:31:00,2.0,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
690,2016/09/13 01:35:51,2.3,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역
691,2016/09/13 01:37:33,2.2,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
692,2016/09/13 01:58:39,2.5,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
693,2016/09/13 02:03:36,2.1,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
694,2016/09/13 02:03:49,2.2,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
695,2016/09/13 02:09:35,2.0,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
696,2016/09/13 03:11:21,2.1,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역
697,2016/09/13 04:13:31,2.1,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
698,2016/09/13 04:41:59,2.1,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
699,2016/09/13 04:56:59,2.0,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
700,2016/09/13 05:15:54,2.0,35.77 N,129.18 E,경북 경주시 남남서쪽 9km 지역
701,2016/09/13 06:15:29,2.3,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
702,2016/09/13 06:48:03,2.0,35.78 N,129.18 E,경북 경주시 남남서쪽 7km 지역
703,2016/09/13 07:03:27,2.1,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
704,2016/09/13 07:47:42,2.4,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
705,2016/09/13 08:24:47,3.3,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
706,2016/09/13 08:47:57,2.3,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
707,2016/09/13 09:23:27,2.3,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
708,2016/09/13 10:01:27,2.3,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
709,2016/09/13 10:05:38,2.0,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
710,2016/09/13 10:25:46,2.0,35.76 N,129.19 E,경북 경주시 남남서쪽 8km 지역
711,2016/09/13 10:44:13,2.2,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
712,2016/09/13 10:58:45,2.0,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
713,2016/09/13 12:27:05,2.2,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
714,2016/09/13 12:33:58,2.0,35.76 N,129.16 E,경북 경주시 남남서쪽 10km 지역
715,2016/09/13 13:09:09,2.3,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
716,2016/09/13 13:16:04,2.4,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
717,2016/09/13 13:18:08,2.1,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
718,2016/09/13 13:40:23,2.0,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
719,2016/09/13 14:31:42,3.0,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
720,2016/09/13 14:41:41,2.1,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
721,2016/09/13 16:02:48,2.5,35.76 N,129.2 E,경북 경주시 남쪽 9km 지역
722,2016/09/13 16:21:33,2.0,35.75 N,129.17 E,경북 경주시 남남서쪽 10km 지역
723,2016/09/13 16:52:11,2.5,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
724,2016/09/13 17:15:37,2.0,35.77 N,129.18 E,경북 경주시 남남서쪽 9km 지역
725,2016/09/13 18:54:03,2.1,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
726,2016/09/13 21:49:09,2.1,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
727,2016/09/13 23:08:28,2.3,35.73 N,129.36 E,경북 경주시 남동쪽 18km 지역
728,2016/09/14 00:48:41,3.0,35.75 N,129.18 E,경북 경주시 남남서쪽 11km 지역
729,2016/09/14 01:37:02,2.1,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
730,2016/09/14 03:55:17,2.4,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
731,2016/09/14 04:43:47,2.1,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
732,2016/09/14 11:57:32,2.4,33.93 N,126.62 E,전남 완도군 남남서쪽 44km 해역
733,2016/09/14 12:38:10,2.2,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
734,2016/09/14 16:47:16,2.1,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
735,2016/09/14 17:27:14,2.3,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
736,2016/09/14 22:31:31,2.4,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
737,2016/09/15 02:01:55,2.1,35.78 N,129.21 E,경북 경주시 남쪽 6km 지역
738,2016/09/15 03:22:28,2.8,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
739,2016/09/15 19:47:25,2.2,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
740,2016/09/15 20:48:25,2.6,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
741,2016/09/16 05:31:09,2.2,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
742,2016/09/16 15:13:18,2.3,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
743,2016/09/16 18:58:31,2.0,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
744,2016/09/16 19:15:46,2.0,35.76 N,129.18 E,경북 경주시 남남서쪽 10km 지역
745,2016/09/16 19:54:46,2.1,35.74 N,129.17 E,경북 경주시 남남서쪽 12km 지역
746,2016/09/16 21:14:24,2.2,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
747,2016/09/17 07:12:56,2.1,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
748,2016/09/17 16:21:58,2.1,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
749,2016/09/18 16:27:54,2.4,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
750,2016/09/18 22:38:07,2.0,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
751,2016/09/19 09:17:59,2.1,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
752,2016/09/19 20:33:58,4.5,35.74 N,129.18 E,경북 경주시 남남서쪽 11km 지역
753,2016/09/19 21:00:51,2.1,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역
754,2016/09/20 09:58:17,2.4,35.76 N,129.2 E,경북 경주시 남남서쪽 9km 지역
755,2016/09/20 15:05:16,2.1,38.39 N,128.09 E,강원 양구군 북북동쪽 33km 지역(북한지역)
756,2016/09/20 20:03:27,2.1,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
757,2016/09/21 00:59:11,2.1,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
758,2016/09/21 03:36:51,2.9,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
759,2016/09/21 11:36:41,2.2,35.78 N,129.15 E,경북 경주시 남서쪽 9km 지역
760,2016/09/21 11:53:54,3.5,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
761,2016/09/22 00:01:30,2.3,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
762,2016/09/22 03:22:32,2.1,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
763,2016/09/23 18:21:42,2.1,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
764,2016/09/24 19:56:21,2.5,35.79 N,129.19 E,경북 경주시 남남서쪽 6km 지역
765,2016/09/28 16:34:30,3.1,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
766,2016/09/28 18:54:22,2.8,38.74 N,125.69 E,북한 황해북도 송림 동쪽 5km 지역
767,2016/09/28 19:00:02,2.9,38.74 N,125.69 E,북한 황해북도 송림 동쪽 5km 지역
768,2016/09/28 21:10:34,2.7,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
769,2016/09/30 11:09:47,2.1,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
770,2016/09/30 16:24:16,2.0,35.77 N,129.16 E,경북 경주시 남남서쪽 9km 지역
771,2016/09/30 18:06:36,2.3,35.76 N,129.16 E,경북 경주시 남남서쪽 10km 지역
772,2016/09/30 21:52:49,2.2,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
773,2016/10/01 13:04:16,2.0,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
774,2016/10/01 17:00:34,2.3,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
775,2016/10/02 20:53:07,3.0,35.75 N,129.19 E,경북 경주시 남남서쪽 10km 지역
776,2016/10/04 15:16:44,2.6,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
777,2016/10/05 21:16:37,2.4,33.81 N,127.28 E,전남 여수시 거문도 남쪽 24km 해역
778,2016/10/05 23:29:16,2.3,38.76 N,125.62 E,북한 황해북도 송림 북북서쪽 3km 지역
779,2016/10/07 17:17:58,2.2,35.77 N,129.23 E,경북 경주시 남쪽 8km 지역
780,2016/10/09 14:03:00,2.2,35.08 N,126.93 E,광주 동구 남쪽 7km 지역
781,2016/10/10 22:59:10,3.3,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
782,2016/10/12 00:29:36,2.9,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
783,2016/10/14 08:20:58,2.3,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
784,2016/10/15 18:55:18,2.5,35.74 N,129.18 E,경북 경주시 남남서쪽 11km 지역
785,2016/10/15 23:49:08,2.2,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
786,2016/10/20 12:17:07,2.4,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
787,2016/10/21 10:13:53,2.0,35.46 N,126.87 E,충남 청양군 동쪽 6km 지역
788,2016/10/21 12:47:49,2.6,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역
789,2016/10/23 03:00:04,2.7,35.78 N,129.2 E,경북 경주시 남남서쪽 7km 지역
790,2016/10/24 09:02:01,2.3,37.25 N,127.02 E,경기 수원시 권선구 남쪽 2km 지역
791,2016/10/25 03:23:06,2.0,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
792,2016/10/25 19:57:37,2.4,35.7 N,129.37 E,경북 경주시 남동쪽 21km 지역
793,2016/11/02 03:01:43,2.4,33.52 N,126.88 E,제주 제주시 동쪽 32km 지역
794,2016/11/03 03:46:06,2.1,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
795,2016/11/03 10:02:26,2.3,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
796,2016/11/03 10:36:23,2.3,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
797,2016/11/03 23:35:52,2.6,35.32 N,128.49 E,경남 함안군 북동쪽 9km 지역
798,2016/11/06 06:26:22,3.5,33.76 N,125.07 E,전남 신안군 흑산면 남남서쪽 106km 해역
799,2016/11/09 20:55:44,2.3,36.55 N,129.6 E,경북 영덕군 북동쪽 26km 해역
800,2016/11/10 22:37:52,2.5,36.46 N,129.89 E,경북 영덕군 동쪽 47km 해역
801,2016/11/13 02:27:23,2.3,38.76 N,125.66 E,북한 황해북도 송림 북동쪽 3km 지역
802,2016/11/13 21:52:57,3.5,36.36 N,126.63 E,충남 보령시 북북동쪽 4km 지역
803,2016/11/15 12:22:58,2.5,38.37 N,128.1 E,북한 강원 금강군 남남동쪽 29km 지역
804,2016/11/15 16:27:40,2.0,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
